Order ID,Order Date,Ship Date,Customer Name,Segment,Region,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
ORD-102718,30-01-2022,04-02-2022,Customer 711,Home Office,North,Furniture,Bookcases,Tall Bookcase,985.42,3,0.2,79.21
ORD-102719,18-10-2023,23-10-2023,Customer 66,Home Office,North,Technology,Accessories,Wireless Mouse,759.63,8,0.3,79.78
ORD-102720,14-12-2022,17-12-2022,Customer 817,Consumer,West,Technology,Phones,iPhone 14,1931.52,9,0,437.69
ORD-102721,28-12-2022,01-01-2023,Customer 592,Home Office,North,Furniture,Tables,Wooden Desk,1338.47,3,0.1,234.06
ORD-102722,22-02-2023,26-02-2023,Customer 514,Consumer,East,Furniture,Bookcases,Tall Bookcase,203.02,2,0.3,41.03
ORD-102723,14-05-2023,15-05-2023,Customer 424,Home Office,West,Office Supplies,Binders,3-ring Binder,507.09,1,0.1,53.84
ORD-102724,22-03-2023,27-03-2023,Customer 932,Consumer,West,Furniture,Chairs,ErgoChair Pro,1581.21,6,0,254.66
ORD-102725,08-03-2022,13-03-2022,Customer 299,Corporate,North,Technology,Copiers,HP Copier,602.09,7,0.3,77.13
ORD-102726,06-08-2023,11-08-2023,Customer 262,Home Office,West,Furniture,Tables,Conference Table,1223.8,8,0,160.09
ORD-102727,26-01-2023,29-01-2023,Customer 21,Home Office,West,Furniture,Tables,Wooden Desk,1717.22,5,0,176.15
ORD-102728,18-01-2023,21-01-2023,Customer 137,Home Office,South,Technology,Accessories,Wireless Mouse,1087.65,10,0.2,135.51
ORD-102729,17-08-2022,22-08-2022,Customer 357,Corporate,West,Furniture,Tables,Wooden Desk,1507.71,2,0.3,183.77
ORD-102730,20-06-2023,23-06-2023,Customer 261,Home Office,South,Office Supplies,Paper,Legal Pad,1495.43,6,0.3,310.37
ORD-102731,14-12-2022,15-12-2022,Customer 990,Corporate,North,Furniture,Bookcases,Wall Shelf,110.26,7,0.1,14.19
ORD-102732,05-01-2023,08-01-2023,Customer 142,Home Office,South,Technology,Copiers,Canon All-in-One,1429.86,8,0.3,268.14
ORD-102733,25-06-2023,30-06-2023,Customer 263,Home Office,North,Furniture,Bookcases,Tall Bookcase,890.06,9,0,190.1
ORD-102734,07-10-2022,08-10-2022,Customer 904,Corporate,West,Technology,Accessories,Wireless Mouse,1401.4,8,0.1,205.7
ORD-102735,20-03-2023,24-03-2023,Customer 258,Corporate,West,Office Supplies,Binders,2-inch Binder,215.67,6,0.3,13.98
ORD-102736,22-05-2022,27-05-2022,Customer 612,Consumer,East,Technology,Copiers,HP Copier,598.11,6,0,103.72
ORD-102737,14-01-2022,18-01-2022,Customer 535,Consumer,North,Furniture,Bookcases,Wall Shelf,1912.71,8,0.3,344.69
ORD-102738,28-10-2022,31-10-2022,Customer 879,Corporate,West,Technology,Phones,Samsung Galaxy,55.31,4,0.1,9.56
ORD-102739,25-10-2023,26-10-2023,Customer 109,Consumer,South,Furniture,Tables,Wooden Desk,1570.76,6,0,237.63
ORD-102740,20-02-2022,24-02-2022,Customer 839,Corporate,East,Furniture,Bookcases,Wall Shelf,1042.36,1,0.2,184.4
ORD-102741,28-01-2022,31-01-2022,Customer 699,Home Office,South,Office Supplies,Binders,2-inch Binder,1758.87,2,0.2,241.93
ORD-102742,17-04-2023,21-04-2023,Customer 719,Home Office,South,Office Supplies,Binders,2-inch Binder,1056.14,3,0.2,226.92
ORD-102743,20-07-2022,21-07-2022,Customer 476,Consumer,South,Office Supplies,Binders,3-ring Binder,372.57,5,0.3,67.72
ORD-102744,17-01-2022,20-01-2022,Customer 965,Home Office,West,Office Supplies,Binders,3-ring Binder,245.55,6,0.1,42.5
ORD-102745,17-08-2022,18-08-2022,Customer 496,Home Office,South,Technology,Copiers,Canon All-in-One,676.56,1,0,175.97
ORD-102746,21-01-2023,24-01-2023,Customer 371,Corporate,North,Office Supplies,Binders,2-inch Binder,1316.49,3,0.2,231.92
ORD-102747,10-01-2023,14-01-2023,Customer 331,Home Office,East,Technology,Copiers,HP Copier,1700.96,8,0.1,191.05
ORD-102748,09-05-2022,12-05-2022,Customer 441,Consumer,East,Technology,Phones,iPhone 14,172.8,9,0,46.1
ORD-102749,09-08-2022,13-08-2022,Customer 120,Corporate,North,Office Supplies,Paper,A4 Paper,284.37,7,0.3,45.46
ORD-102750,24-10-2022,25-10-2022,Customer 948,Home Office,East,Office Supplies,Binders,3-ring Binder,1230.44,8,0.3,131.52
ORD-102751,14-05-2022,16-05-2022,Customer 949,Consumer,North,Furniture,Chairs,Classic Desk Chair,1361.28,5,0.1,159.17
ORD-102752,31-12-2023,03-01-2024,Customer 986,Home Office,South,Technology,Copiers,Canon All-in-One,1991.11,9,0.1,253.59
ORD-102753,29-09-2023,04-10-2023,Customer 738,Consumer,West,Furniture,Chairs,ErgoChair Pro,947.06,1,0.1,85.41
ORD-102754,05-07-2022,09-07-2022,Customer 755,Home Office,West,Furniture,Tables,Wooden Desk,658.75,2,0.3,128.16
ORD-102755,07-09-2022,11-09-2022,Customer 560,Home Office,South,Furniture,Tables,Wooden Desk,181.27,3,0.3,35.94
ORD-102756,17-03-2023,20-03-2023,Customer 338,Home Office,North,Furniture,Tables,Conference Table,1473.7,10,0.1,132.6
ORD-102757,04-04-2022,08-04-2022,Customer 932,Consumer,East,Technology,Phones,Samsung Galaxy,1097.97,2,0.1,258.7
ORD-102758,31-01-2022,05-02-2022,Customer 561,Home Office,South,Office Supplies,Storage,File Cabinet,200.27,10,0.2,47.98
ORD-102759,17-05-2022,21-05-2022,Customer 494,Home Office,North,Furniture,Bookcases,Wall Shelf,1127.05,5,0.1,273.36
ORD-102760,06-08-2023,11-08-2023,Customer 319,Corporate,West,Technology,Copiers,Canon All-in-One,597.98,10,0,112.02
ORD-102761,05-04-2023,07-04-2023,Customer 138,Consumer,North,Office Supplies,Binders,2-inch Binder,110.75,9,0,18.03
ORD-102762,05-05-2022,06-05-2022,Customer 606,Consumer,North,Furniture,Chairs,Classic Desk Chair,1540.58,2,0.1,229.96
ORD-102763,06-10-2023,10-10-2023,Customer 589,Consumer,East,Office Supplies,Binders,2-inch Binder,1985.83,2,0.3,321.81
ORD-102764,19-12-2022,23-12-2022,Customer 722,Home Office,East,Office Supplies,Storage,File Cabinet,1401.53,3,0.3,220.29
ORD-102765,20-02-2022,22-02-2022,Customer 496,Corporate,North,Office Supplies,Paper,A4 Paper,1135.32,3,0,218.46
ORD-102766,29-07-2023,30-07-2023,Customer 56,Consumer,North,Office Supplies,Paper,A4 Paper,1922.14,3,0.2,104.38
ORD-102767,26-03-2023,30-03-2023,Customer 743,Consumer,North,Furniture,Tables,Conference Table,704.82,4,0.2,143.31
ORD-102768,23-04-2022,24-04-2022,Customer 891,Corporate,East,Technology,Phones,iPhone 14,1958.46,1,0.3,100.1
ORD-102769,16-05-2022,20-05-2022,Customer 950,Home Office,South,Furniture,Chairs,ErgoChair Pro,697.33,4,0.2,142.23
ORD-102770,16-05-2023,20-05-2023,Customer 111,Home Office,North,Office Supplies,Binders,2-inch Binder,681.39,2,0.2,107.99
ORD-102771,28-01-2023,29-01-2023,Customer 497,Home Office,East,Technology,Accessories,Keyboard,934.75,1,0.3,108.52
ORD-102772,11-09-2022,14-09-2022,Customer 487,Consumer,North,Furniture,Bookcases,Wall Shelf,569.18,4,0,106.03
ORD-102773,30-09-2023,05-10-2023,Customer 414,Corporate,East,Office Supplies,Paper,Legal Pad,969.74,3,0.1,144.86
ORD-102774,05-09-2022,06-09-2022,Customer 552,Home Office,North,Furniture,Bookcases,Wall Shelf,356.71,9,0.1,30.01
ORD-102775,12-01-2022,15-01-2022,Customer 798,Home Office,North,Office Supplies,Storage,Storage Box,1522.88,4,0,207.63
ORD-102776,07-02-2023,11-02-2023,Customer 735,Consumer,West,Technology,Copiers,HP Copier,1844.61,6,0.3,344.11
ORD-102777,30-08-2023,03-09-2023,Customer 820,Corporate,North,Furniture,Bookcases,Wall Shelf,576.1,7,0.3,41.13
ORD-102778,06-10-2022,09-10-2022,Customer 925,Consumer,North,Technology,Accessories,Keyboard,831.31,2,0.3,37.1
ORD-102779,25-02-2022,02-03-2022,Customer 598,Corporate,East,Office Supplies,Paper,Legal Pad,930.61,10,0.1,220.64
ORD-102780,19-02-2022,23-02-2022,Customer 42,Corporate,West,Furniture,Chairs,ErgoChair Pro,1917.97,1,0.2,298.74
ORD-102781,27-07-2022,31-07-2022,Customer 943,Home Office,South,Furniture,Tables,Conference Table,1458.75,6,0.2,113.68
ORD-102782,26-09-2022,29-09-2022,Customer 376,Corporate,South,Technology,Accessories,Wireless Mouse,369.69,6,0.1,88.12
ORD-102783,06-02-2022,10-02-2022,Customer 572,Consumer,North,Furniture,Tables,Wooden Desk,603.37,3,0.3,82.63
ORD-102784,07-06-2022,12-06-2022,Customer 982,Consumer,North,Furniture,Bookcases,Wall Shelf,277.21,4,0,43.51
ORD-102785,20-04-2023,25-04-2023,Customer 869,Home Office,North,Office Supplies,Storage,File Cabinet,1486.74,6,0.3,97.46
ORD-102786,12-11-2022,14-11-2022,Customer 373,Consumer,West,Office Supplies,Storage,File Cabinet,1526.61,3,0.3,258.29
ORD-102787,13-08-2023,18-08-2023,Customer 183,Corporate,South,Furniture,Chairs,ErgoChair Pro,163.09,1,0.2,11.71
ORD-102788,16-01-2023,21-01-2023,Customer 895,Corporate,North,Furniture,Chairs,ErgoChair Pro,1596.75,2,0.1,270.07
ORD-102789,18-03-2023,22-03-2023,Customer 728,Consumer,East,Technology,Phones,iPhone 14,1677.63,1,0.2,157.98
ORD-102790,21-09-2023,26-09-2023,Customer 782,Corporate,South,Office Supplies,Binders,2-inch Binder,333.42,2,0.3,52.68
ORD-102791,16-09-2023,19-09-2023,Customer 194,Corporate,West,Furniture,Tables,Conference Table,605.73,10,0.3,104.88
ORD-102792,08-06-2022,09-06-2022,Customer 561,Consumer,South,Furniture,Bookcases,Wall Shelf,1404.1,4,0,378.07
ORD-102793,13-03-2023,18-03-2023,Customer 782,Corporate,North,Furniture,Chairs,Classic Desk Chair,805.09,8,0,235.74
ORD-102794,13-07-2023,18-07-2023,Customer 678,Corporate,North,Furniture,Chairs,Classic Desk Chair,1149.73,10,0.1,75.17
ORD-102795,01-11-2022,03-11-2022,Customer 206,Consumer,North,Technology,Copiers,Canon All-in-One,1576.32,5,0.2,230.26
ORD-102796,30-01-2023,04-02-2023,Customer 915,Consumer,North,Technology,Copiers,HP Copier,667.87,3,0.2,148.67
ORD-102797,22-01-2023,23-01-2023,Customer 410,Corporate,East,Technology,Copiers,Canon All-in-One,1278.21,5,0.3,261.52
ORD-102798,14-09-2022,19-09-2022,Customer 505,Corporate,South,Office Supplies,Paper,Legal Pad,58.45,2,0.1,14.5
ORD-102799,20-11-2023,21-11-2023,Customer 416,Home Office,North,Office Supplies,Binders,2-inch Binder,421.31,3,0.3,57.28
ORD-102800,10-08-2022,13-08-2022,Customer 759,Home Office,East,Office Supplies,Binders,3-ring Binder,829.26,3,0.2,186.76
ORD-102801,24-11-2023,28-11-2023,Customer 157,Corporate,South,Technology,Accessories,Keyboard,1639.69,10,0.2,318.84
ORD-102802,16-10-2023,18-10-2023,Customer 178,Home Office,East,Furniture,Tables,Conference Table,1249.1,9,0.1,56.45
ORD-102803,07-02-2022,09-02-2022,Customer 870,Home Office,West,Furniture,Bookcases,Wall Shelf,1068.91,4,0.1,276.08
ORD-102804,11-03-2023,15-03-2023,Customer 944,Corporate,West,Office Supplies,Storage,File Cabinet,1130.93,10,0,284.24
ORD-102805,22-08-2022,23-08-2022,Customer 303,Home Office,East,Furniture,Tables,Wooden Desk,354.47,3,0.1,73.51
ORD-102806,15-05-2023,20-05-2023,Customer 819,Home Office,North,Furniture,Tables,Wooden Desk,1033.12,1,0,231.53
ORD-102807,06-08-2022,10-08-2022,Customer 353,Corporate,West,Office Supplies,Storage,Storage Box,1002.49,1,0.3,140.54
ORD-102808,13-10-2022,16-10-2022,Customer 274,Corporate,East,Technology,Accessories,Keyboard,1052.3,3,0.3,87.57
ORD-102809,19-10-2023,20-10-2023,Customer 677,Home Office,East,Technology,Phones,iPhone 14,115.14,7,0.2,20.15
ORD-102810,31-01-2022,02-02-2022,Customer 422,Consumer,South,Technology,Phones,Samsung Galaxy,306.5,7,0,73.99
ORD-102811,20-08-2023,25-08-2023,Customer 151,Consumer,North,Technology,Copiers,Canon All-in-One,1710.94,3,0.2,94.04
ORD-102812,27-11-2022,02-12-2022,Customer 928,Corporate,North,Furniture,Bookcases,Tall Bookcase,359.48,9,0.3,20.03
ORD-102813,18-10-2023,23-10-2023,Customer 675,Corporate,East,Furniture,Bookcases,Tall Bookcase,418.85,9,0.1,102.21
ORD-102814,22-04-2022,26-04-2022,Customer 655,Home Office,East,Furniture,Tables,Wooden Desk,1705.92,7,0,298.99
ORD-102815,19-10-2022,21-10-2022,Customer 686,Home Office,East,Technology,Copiers,HP Copier,266.11,9,0,41.82
ORD-102816,10-04-2023,12-04-2023,Customer 23,Home Office,North,Technology,Accessories,Wireless Mouse,918.7,3,0.2,157.34
ORD-102817,08-02-2023,13-02-2023,Customer 25,Corporate,East,Office Supplies,Binders,2-inch Binder,783.3,6,0.2,174.8
ORD-102818,07-08-2022,10-08-2022,Customer 758,Home Office,South,Office Supplies,Paper,A4 Paper,510.76,2,0,55.49
ORD-102819,16-10-2022,20-10-2022,Customer 539,Home Office,East,Furniture,Chairs,ErgoChair Pro,1813.75,10,0.2,240.93
ORD-102820,29-04-2022,01-05-2022,Customer 473,Consumer,South,Office Supplies,Binders,2-inch Binder,1784.29,10,0.3,91.48
ORD-102821,30-07-2022,04-08-2022,Customer 250,Consumer,North,Office Supplies,Paper,A4 Paper,1111.66,1,0.2,245.86
ORD-102822,11-04-2022,14-04-2022,Customer 472,Corporate,West,Technology,Copiers,HP Copier,534.5,10,0.1,116.65
ORD-102823,21-08-2023,23-08-2023,Customer 873,Corporate,East,Technology,Phones,Samsung Galaxy,1103.62,7,0,216.74
ORD-102824,24-04-2022,27-04-2022,Customer 808,Home Office,South,Office Supplies,Binders,3-ring Binder,1489.75,3,0.1,120.89
ORD-102825,03-11-2022,06-11-2022,Customer 419,Consumer,West,Office Supplies,Storage,File Cabinet,1339.97,9,0.3,259
ORD-102826,19-04-2023,22-04-2023,Customer 847,Home Office,West,Technology,Accessories,Wireless Mouse,1600.58,4,0.2,243.88
ORD-102827,20-10-2023,22-10-2023,Customer 66,Corporate,North,Furniture,Chairs,ErgoChair Pro,1306.94,2,0,282.59
ORD-102828,29-06-2022,02-07-2022,Customer 812,Home Office,East,Technology,Copiers,Canon All-in-One,1536.76,8,0.1,390.67
ORD-102829,02-09-2023,07-09-2023,Customer 512,Consumer,East,Furniture,Tables,Wooden Desk,1486.56,5,0.3,64.71
ORD-102830,05-05-2023,09-05-2023,Customer 3,Consumer,North,Office Supplies,Binders,3-ring Binder,684.4,9,0.2,160.95
ORD-102831,08-08-2022,12-08-2022,Customer 735,Corporate,South,Furniture,Chairs,Classic Desk Chair,1237.72,4,0,149.97
ORD-102832,09-11-2022,10-11-2022,Customer 849,Consumer,East,Furniture,Tables,Wooden Desk,871.19,5,0.2,55.74
ORD-102833,13-11-2023,14-11-2023,Customer 782,Home Office,West,Furniture,Tables,Conference Table,527.6,4,0,38.67
ORD-102834,23-08-2022,27-08-2022,Customer 286,Corporate,South,Office Supplies,Storage,File Cabinet,787.78,2,0,63.25
ORD-102835,08-11-2023,10-11-2023,Customer 909,Home Office,East,Technology,Phones,iPhone 14,1474.96,10,0.2,197.97
ORD-102836,12-01-2022,14-01-2022,Customer 315,Consumer,North,Technology,Copiers,HP Copier,1795.5,5,0.1,301
ORD-102837,18-11-2023,19-11-2023,Customer 425,Corporate,East,Technology,Phones,iPhone 14,1773.27,5,0.2,390.06
ORD-102838,14-02-2023,16-02-2023,Customer 461,Home Office,East,Office Supplies,Binders,2-inch Binder,1958.87,4,0.1,434.57
ORD-102839,11-01-2023,14-01-2023,Customer 379,Corporate,West,Furniture,Bookcases,Tall Bookcase,975.17,10,0.1,77.08
ORD-102840,10-11-2023,11-11-2023,Customer 724,Corporate,North,Technology,Accessories,Keyboard,1042.04,10,0.3,193.05
ORD-102841,22-06-2023,24-06-2023,Customer 252,Consumer,East,Office Supplies,Paper,A4 Paper,1637.74,8,0.1,344.44
ORD-102842,13-08-2023,18-08-2023,Customer 458,Corporate,South,Furniture,Tables,Wooden Desk,1559.3,8,0,189.3
ORD-102843,04-10-2022,05-10-2022,Customer 734,Corporate,North,Technology,Phones,iPhone 14,676.75,7,0,74.02
ORD-102844,14-07-2023,16-07-2023,Customer 652,Consumer,East,Office Supplies,Paper,Legal Pad,1921.35,8,0.2,460.92
ORD-102845,13-10-2022,16-10-2022,Customer 682,Home Office,West,Technology,Accessories,Wireless Mouse,191.18,3,0.3,28.67
ORD-102846,16-10-2022,21-10-2022,Customer 179,Consumer,West,Technology,Phones,iPhone 14,1950.64,3,0.3,383.21
ORD-102847,18-08-2023,22-08-2023,Customer 100,Home Office,West,Furniture,Bookcases,Wall Shelf,1553.46,8,0.2,359.74
ORD-102848,21-07-2023,24-07-2023,Customer 734,Corporate,South,Office Supplies,Binders,2-inch Binder,1976.18,8,0.2,235.81
ORD-102849,29-07-2022,01-08-2022,Customer 288,Corporate,East,Office Supplies,Paper,Legal Pad,1493.89,7,0,148.13
ORD-102850,07-06-2022,11-06-2022,Customer 937,Consumer,South,Technology,Phones,iPhone 14,941,8,0.2,76.46
ORD-102851,21-09-2023,26-09-2023,Customer 634,Corporate,South,Furniture,Tables,Wooden Desk,1995.38,7,0.2,207.61
ORD-102852,10-09-2022,14-09-2022,Customer 205,Corporate,South,Furniture,Bookcases,Tall Bookcase,1109.55,1,0,289.6
ORD-102853,26-06-2022,01-07-2022,Customer 14,Home Office,North,Office Supplies,Binders,3-ring Binder,1807.79,4,0.1,400.91
ORD-102854,04-09-2023,08-09-2023,Customer 660,Consumer,East,Office Supplies,Paper,Legal Pad,1117.72,10,0.3,164.61
ORD-102855,26-10-2022,30-10-2022,Customer 313,Home Office,East,Office Supplies,Paper,A4 Paper,1864.74,1,0,374.74
ORD-102856,19-04-2022,21-04-2022,Customer 602,Corporate,South,Technology,Accessories,Keyboard,1068.64,3,0.3,183.01
ORD-102857,21-04-2022,26-04-2022,Customer 765,Home Office,East,Furniture,Bookcases,Tall Bookcase,389.99,5,0.3,26.57
ORD-102858,24-02-2022,01-03-2022,Customer 353,Corporate,South,Office Supplies,Storage,File Cabinet,1701.16,6,0.1,307.73
ORD-102859,26-12-2022,30-12-2022,Customer 584,Consumer,South,Furniture,Chairs,ErgoChair Pro,1650.09,7,0.1,432.47
ORD-102860,31-08-2023,03-09-2023,Customer 994,Consumer,East,Technology,Copiers,HP Copier,558.52,5,0.2,61.44
ORD-102861,16-05-2023,20-05-2023,Customer 694,Home Office,South,Office Supplies,Storage,Storage Box,1346.93,1,0.2,195.03
ORD-102862,11-01-2022,13-01-2022,Customer 467,Consumer,South,Office Supplies,Storage,Storage Box,952.92,4,0.1,85.18
ORD-102863,20-10-2023,25-10-2023,Customer 846,Consumer,North,Office Supplies,Storage,File Cabinet,883.33,10,0.1,174.61
ORD-102864,28-07-2023,02-08-2023,Customer 496,Home Office,North,Furniture,Chairs,Classic Desk Chair,1893.6,2,0.2,178.08
ORD-102865,07-05-2023,12-05-2023,Customer 596,Corporate,East,Office Supplies,Storage,Storage Box,1840.6,7,0,535.41
ORD-102866,20-09-2022,25-09-2022,Customer 51,Home Office,South,Furniture,Bookcases,Wall Shelf,915.53,2,0.2,175.24
ORD-102867,19-03-2022,20-03-2022,Customer 463,Corporate,West,Furniture,Tables,Conference Table,421.49,6,0.1,27.46
ORD-102868,01-09-2023,02-09-2023,Customer 695,Corporate,West,Office Supplies,Paper,A4 Paper,303.98,9,0,51.95
ORD-102869,09-06-2022,10-06-2022,Customer 227,Home Office,East,Furniture,Bookcases,Tall Bookcase,1511.2,10,0,204.94
ORD-102870,01-02-2023,04-02-2023,Customer 567,Consumer,West,Office Supplies,Paper,Legal Pad,1584.33,3,0.1,423.91
ORD-102871,08-02-2022,10-02-2022,Customer 623,Corporate,North,Office Supplies,Storage,File Cabinet,211.97,3,0.1,47.36
ORD-102872,17-03-2023,18-03-2023,Customer 66,Home Office,North,Office Supplies,Paper,A4 Paper,865.92,8,0.1,198.5
ORD-102873,25-04-2023,30-04-2023,Customer 553,Home Office,South,Technology,Phones,iPhone 14,579.65,6,0.1,129.23
ORD-102874,10-09-2022,15-09-2022,Customer 212,Consumer,South,Furniture,Bookcases,Wall Shelf,1263,7,0.3,44.7
ORD-102875,07-02-2023,10-02-2023,Customer 769,Consumer,North,Furniture,Bookcases,Tall Bookcase,733.04,8,0.1,134.84
ORD-102876,08-02-2023,10-02-2023,Customer 317,Consumer,South,Furniture,Chairs,ErgoChair Pro,486.83,7,0.1,59.05
ORD-102877,24-05-2023,25-05-2023,Customer 176,Corporate,South,Technology,Accessories,Wireless Mouse,46.22,8,0.1,11.67
ORD-102878,12-09-2022,17-09-2022,Customer 330,Consumer,North,Office Supplies,Paper,Legal Pad,1371.71,5,0.1,92.41
ORD-102879,12-08-2022,14-08-2022,Customer 983,Corporate,East,Furniture,Bookcases,Tall Bookcase,743.62,4,0.2,39.59
ORD-102880,26-09-2023,29-09-2023,Customer 727,Corporate,North,Office Supplies,Storage,Storage Box,1118.38,6,0.2,125.82
ORD-102881,22-11-2022,23-11-2022,Customer 531,Consumer,South,Technology,Phones,iPhone 14,343.5,9,0.1,35.68
ORD-102882,11-05-2023,13-05-2023,Customer 476,Corporate,East,Technology,Accessories,Wireless Mouse,910.14,3,0.2,43.83
ORD-102883,18-10-2023,19-10-2023,Customer 859,Home Office,South,Office Supplies,Binders,2-inch Binder,1073.95,6,0.1,268.47
ORD-102884,31-03-2022,04-04-2022,Customer 920,Home Office,East,Office Supplies,Storage,File Cabinet,1024.81,4,0.3,171.21
ORD-102885,11-09-2023,15-09-2023,Customer 568,Home Office,North,Furniture,Chairs,Classic Desk Chair,433.3,10,0.3,21.14
ORD-102886,05-10-2022,09-10-2022,Customer 977,Corporate,South,Technology,Copiers,Canon All-in-One,1931.3,1,0.1,282.12
ORD-102887,11-11-2022,13-11-2022,Customer 820,Consumer,North,Technology,Phones,Samsung Galaxy,1011.37,10,0.3,169.68
ORD-102888,06-07-2022,07-07-2022,Customer 289,Consumer,South,Technology,Phones,Samsung Galaxy,205.42,2,0.2,47.22
ORD-102889,26-12-2023,27-12-2023,Customer 414,Consumer,West,Office Supplies,Paper,A4 Paper,1781.19,2,0,387.11
ORD-102890,26-01-2022,27-01-2022,Customer 894,Consumer,East,Furniture,Tables,Wooden Desk,572.81,5,0.3,31.29
ORD-102891,03-08-2022,06-08-2022,Customer 197,Corporate,West,Furniture,Tables,Conference Table,1517.83,9,0.1,253.45
ORD-102892,13-12-2022,17-12-2022,Customer 565,Home Office,West,Furniture,Tables,Conference Table,975.94,8,0.1,236.12
ORD-102893,14-12-2022,18-12-2022,Customer 788,Corporate,West,Technology,Phones,iPhone 14,949.82,2,0.2,55.93
ORD-102894,23-12-2022,25-12-2022,Customer 242,Home Office,North,Furniture,Chairs,Classic Desk Chair,1613.18,6,0.1,371.14
ORD-102895,28-06-2022,03-07-2022,Customer 680,Corporate,North,Technology,Accessories,Keyboard,1311.77,5,0.2,217.81
ORD-102896,11-09-2022,13-09-2022,Customer 470,Consumer,West,Office Supplies,Paper,A4 Paper,418.13,7,0.1,20.65
ORD-102897,15-06-2022,20-06-2022,Customer 696,Home Office,South,Furniture,Chairs,Classic Desk Chair,1742.03,6,0.2,308.96
ORD-102898,07-10-2022,10-10-2022,Customer 69,Home Office,South,Furniture,Bookcases,Wall Shelf,1908.05,8,0,517.83
ORD-102899,25-08-2022,27-08-2022,Customer 146,Corporate,North,Technology,Phones,Samsung Galaxy,1403.22,6,0.2,218.18
ORD-102900,09-04-2022,14-04-2022,Customer 247,Corporate,South,Office Supplies,Paper,Legal Pad,736.48,5,0.3,106.04
ORD-102901,24-12-2023,27-12-2023,Customer 203,Corporate,South,Furniture,Tables,Conference Table,924.19,7,0.2,211.1
ORD-102902,10-02-2022,15-02-2022,Customer 692,Consumer,North,Technology,Phones,iPhone 14,629.82,7,0.3,131.29
ORD-102903,28-07-2023,01-08-2023,Customer 394,Consumer,North,Office Supplies,Paper,Legal Pad,445.5,7,0,97.93
ORD-102904,20-08-2022,24-08-2022,Customer 568,Consumer,North,Office Supplies,Binders,2-inch Binder,215.26,7,0.3,20.68
ORD-102905,11-07-2023,13-07-2023,Customer 570,Consumer,North,Furniture,Bookcases,Wall Shelf,1207.99,6,0.3,162.6
ORD-102906,02-04-2022,05-04-2022,Customer 986,Corporate,South,Technology,Accessories,Keyboard,1848.17,9,0.1,84.18
ORD-102907,02-02-2023,03-02-2023,Customer 782,Consumer,West,Furniture,Chairs,ErgoChair Pro,433.34,4,0.1,60.69
ORD-102908,04-02-2022,06-02-2022,Customer 149,Corporate,East,Furniture,Chairs,ErgoChair Pro,267.83,1,0.3,18.69
ORD-102909,20-12-2023,21-12-2023,Customer 694,Corporate,East,Office Supplies,Storage,Storage Box,1162.05,3,0.3,139.31
ORD-102910,11-11-2022,16-11-2022,Customer 763,Corporate,East,Furniture,Chairs,ErgoChair Pro,1484.32,1,0,246.17
ORD-102911,07-02-2023,11-02-2023,Customer 119,Consumer,East,Furniture,Tables,Wooden Desk,872.72,9,0.1,188.28
ORD-102912,25-06-2022,30-06-2022,Customer 212,Consumer,North,Technology,Accessories,Keyboard,1864.16,5,0.1,438.15
ORD-102913,16-06-2022,21-06-2022,Customer 657,Consumer,East,Office Supplies,Paper,Legal Pad,147.04,1,0.2,20.7
ORD-102914,09-06-2022,11-06-2022,Customer 511,Home Office,North,Furniture,Tables,Wooden Desk,38.44,6,0,5.39
ORD-102915,01-11-2023,06-11-2023,Customer 846,Corporate,South,Office Supplies,Paper,Legal Pad,1141.47,3,0.2,270.43
ORD-102916,16-06-2023,17-06-2023,Customer 988,Consumer,North,Technology,Accessories,Wireless Mouse,1847.24,1,0,230.9
ORD-102917,06-06-2022,11-06-2022,Customer 622,Corporate,West,Technology,Phones,Samsung Galaxy,1370.14,1,0,210.71
ORD-102918,20-03-2022,22-03-2022,Customer 282,Corporate,East,Furniture,Chairs,ErgoChair Pro,1620.78,9,0.3,277.49
ORD-102919,16-07-2022,19-07-2022,Customer 303,Home Office,North,Office Supplies,Binders,3-ring Binder,650.33,6,0,174.45
ORD-102920,17-11-2022,18-11-2022,Customer 481,Corporate,West,Technology,Copiers,Canon All-in-One,1478.25,1,0,151.13
ORD-102921,01-10-2022,06-10-2022,Customer 394,Home Office,East,Technology,Copiers,HP Copier,486.41,9,0.1,67.61
ORD-102922,13-11-2023,15-11-2023,Customer 895,Home Office,North,Furniture,Bookcases,Wall Shelf,1014.55,2,0.3,60.13
ORD-102923,07-12-2022,09-12-2022,Customer 942,Corporate,North,Technology,Phones,iPhone 14,919,9,0.3,59.01
ORD-102924,10-12-2022,14-12-2022,Customer 539,Consumer,East,Furniture,Chairs,Classic Desk Chair,1638.53,7,0.1,399.99
ORD-102925,23-11-2023,24-11-2023,Customer 775,Home Office,West,Furniture,Bookcases,Wall Shelf,20.16,2,0.2,1.38
ORD-102926,14-06-2023,19-06-2023,Customer 299,Consumer,East,Furniture,Tables,Conference Table,1746.03,2,0.2,302.94
ORD-102927,08-06-2023,11-06-2023,Customer 199,Consumer,North,Office Supplies,Storage,File Cabinet,1501.37,1,0.1,121.11
ORD-102928,26-04-2023,27-04-2023,Customer 121,Consumer,North,Furniture,Tables,Conference Table,294.43,3,0.3,42.7
